type,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,longitude,latitude
3,0,0,0,0.065,0.206,0.191,0.253,0.253,0.287,0.317,0.393,0.477,0.464,0.437,0.407,0.377,117.2231681,39.13808594
2,3.972,3.944,3.922,3.948,3.988,4.003,4.032,4.032,4.054,4.037,4.068,4.087,4.063,4.034,4.004,3.974,117.170593,39.08434652
3,0,0,0,0.025,0.065,0.08,0.11,0.11,0.13,0.145,0.179,0.203,0.179,0.15,0.12,0.09,117.1821463,39.08580295
3,0,0,0,0.01,0.009,0,0.009,0.009,0.01,0.01,0.01,0.021,0.009,0.009,0.001,0,117.1998755,39.07825738
3,0,0,0,0.028,0.065,0.087,0.128,0.128,0.186,0.169,0.201,0.225,0.2,0.171,0.141,0.111,117.1731586,39.10367296
3,0,0,0,0.02,0.024,0.033,0.064,0.064,0.088,0.068,0.101,0.125,0.1,0.071,0.041,0.011,117.1347987,39.14230143
3,0,0,0,0.027,0.057,0.075,0.108,0.108,0.128,0.111,0.15,0.183,0.16,0.131,0.101,0.071,117.1737557,39.11935737
3,0,0,0,0.01,0.009,0.009,0.009,0.009,0.01,0,0.01,0,0,0,0,0,117.1076926,39.12644884
3,0,0,0,0.009,0.04,0.096,0.14,0.14,0.182,0.165,0.191,0.171,0.147,0.119,0.089,0.059,117.1195318,39.09539768
3,0,0,0,0.02,0.039,0.063,0.094,0.094,0.118,0.098,0.131,0.155,0.13,0.101,0.071,0.041,117.1371262,39.14065864
3,0,0,0,0.025,0.067,0.081,0.091,0.091,0.091,0.068,0.087,0.067,0.042,0.013,0,0,117.1577086,39.08107666
3,0,0,0,0.058,0.164,0.215,0.252,0.252,0.28,0.26,0.29,0.309,0.284,0.255,0.225,0.195,117.1396677,39.11126872
3,0,0,0,0.009,0.009,0.009,0.008,0.008,0.009,0.011,0.115,0.18,0.188,0.176,0.153,0.125,117.1568509,39.11431858
3,0,0,0,0.019,0.032,0.053,0.094,0.094,0.12,0.142,0.185,0.199,0.159,0.13,0.1,0.07,117.1868479,39.1041664
3,0,0,0,0.026,0.106,0.085,0.115,0.115,0.139,0.137,0.182,0.186,0.174,0.145,0.115,0.085,117.1810105,39.05266086
3,0,0,0,0.025,0.065,0.08,0.109,0.109,0.131,0.114,0.14,0.155,0.13,0.101,0.071,0.041,117.160262,39.08198405
3,0,0,0,0.013,0.009,0.01,0.01,0.009,0.01,0,0.009,0,0,0,0,0,117.1531939,39.09151069
3,0,0,0,0.031,0.076,0.12,0.218,0.218,0.313,0.321,0.402,0.449,0.433,0.404,0.374,0.344,117.1628665,39.11941705
3,0,0,0,0.01,0.01,0,0.01,0.009,0.009,0.009,0.01,0.009,0,0,0,0,117.1760872,39.07448541
3,0,0,0,0.01,0.01,0,0.009,0.009,0.009,0.01,0.026,0.01,0,0,0,0,117.1784961,39.06055122
3,0,0,0,0.018,0.015,0.032,0.062,0.062,0.087,0.068,0.109,0.138,0.114,0.085,0.055,0.025,117.1426921,39.14896457
3,0,0,0,0.009,0.084,0.103,0.185,0.185,0.259,0.301,0.364,0.414,0.402,0.374,0.344,0.314,117.1813707,39.07014893
3,0,0,0,0.011,0.089,0.053,0.085,0.085,0.114,0.14,0.207,0.216,0.194,0.165,0.135,0.105,117.1835889,39.05506022
3,0,0,0,0.011,0.02,0.005,0.01,0.01,0.01,0.011,0.077,0.087,0.064,0.035,0.005,0,117.182086,39.05813124
3,0,0,0,0.014,0.009,0.01,0.027,0.027,0.035,0.01,0.028,0.04,0.014,0,0,0,117.1553893,39.09150499
3,0,0,0,0.012,0.009,0.009,0.01,0.009,0.066,0.071,0.137,0.197,0.197,0.177,0.148,0.118,117.1347719,39.13491021
3,0,0,0,0.019,0.019,0.02,0.026,0.026,0.027,0,0.016,0.017,0,0,0,0,117.1171834,39.14516032
3,0,0,0,0.011,0.052,0.112,0.165,0.165,0.193,0.161,0.175,0.148,0.12,0.091,0.061,0.031,117.1123939,39.11722032
3,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0,0.009,0,0,0,0,0,117.1589724,39.06657769
3,0,0,0,0.024,0.068,0.1,0.158,0.158,0.213,0.204,0.223,0.205,0.18,0.151,0.121,0.091,117.130516,39.08427599
3,0,0,0,0.021,0.043,0.009,0.041,0.041,0.067,0.09,0.139,0.184,0.161,0.133,0.103,0.073,117.2126953,39.08244982
3,0,0,0,0.014,0.054,0.032,0.057,0.057,0.066,0.047,0.075,0.049,0.026,0,0,0,117.1830062,39.04997938
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.008,0,0.009,0,0,0,0,0,117.1538062,39.07621718
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.069,0.073,0.135,0.19,0.187,0.167,0.138,0.108,117.1371753,39.13335938
3,0,0,0,0.064,0.18,0.169,0.214,0.214,0.248,0.271,0.311,0.323,0.278,0.239,0.209,0.179,117.2043964,39.06601047
3,0,0,0,0.009,0.014,0.017,0.058,0.058,0.075,0.044,0.077,0.076,0.041,0.012,0,0,117.1447835,39.12041341
3,0,0,0,0.029,0.055,0.053,0.066,0.066,0.059,0.026,0.06,0.088,0.035,0.002,0,0,117.1696533,39.13623508
3,0,0,0,0.024,0.068,0.095,0.129,0.129,0.157,0.136,0.162,0.179,0.154,0.125,0.095,0.065,117.1277374,39.12650228
3,0,0,0,0.024,0.043,0.062,0.091,0.091,0.118,0.096,0.12,0.136,0.11,0.081,0.051,0.021,117.1204669,39.13716444
3,0,0,0,0.027,0.055,0.066,0.089,0.089,0.121,0.101,0.12,0.096,0.067,0.024,0,0,117.1117933,39.10657823
3,0,0,0,0.044,0.222,0.211,0.402,0.402,0.554,0.569,0.608,0.625,0.573,0.541,0.511,0.481,117.221512,39.14922363
3,0,0,0,0.009,0.028,0.065,0.118,0.118,0.154,0.14,0.174,0.194,0.166,0.136,0.107,0.077,117.1431502,39.13857476
3,0,0,0.011,0.01,0.09,0.068,0.102,0.102,0.084,0.104,0.185,0.174,0.15,0.121,0.091,0.061,117.220447,39.03627794
3,0,0,0,0.028,0.047,0.058,0.08,0.08,0.087,0.064,0.093,0.105,0.075,0.049,0.024,0,117.1479945,39.13668837
3,0,0,0,0.01,0.01,0.009,0.009,0.009,0.009,0,0.009,0,0,0,0,0,117.1294732,39.10410726
3,0,0,0,0.01,0.04,0.045,0.055,0.055,0.083,0.064,0.099,0.124,0.099,0.07,0.04,0.01,117.158176,39.10088406
3,0,0,0,0.01,0.009,0.009,0.009,0.009,0.01,0.015,0.077,0.131,0.128,0.106,0.078,0.048,117.1403377,39.13177762
3,0,0,0,0.016,0.011,0.01,0.01,0.009,0.01,0,0.01,0.01,0,0,0,0,117.1454725,39.13334418
3,0,0,0,0.028,0.055,0.039,0.069,0.069,0.087,0.102,0.151,0.196,0.173,0.145,0.115,0.085,117.1808244,39.15305339
3,0,0,0,0.01,0.01,0.01,0.016,0.016,0.024,0.009,0.048,0.049,0.015,0.009,0,0,117.1428689,39.13497287
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0.009,0.028,0.003,0,0,0,117.1411152,39.10190511
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1251006,39.14014404
3,0,0,0,0.01,0.009,0.009,0.028,0.028,0.092,0.088,0.116,0.1,0.072,0.04,0.009,0,117.1440148,39.08767144
3,0,0,0,0.01,0.046,0.063,0.097,0.097,0.118,0.114,0.137,0.137,0.101,0.066,0.035,0.005,117.1744542,39.0802691
3,0,0,0,0.02,0.078,0.15,0.24,0.24,0.311,0.295,0.321,0.301,0.277,0.249,0.219,0.189,117.1220066,39.09240723
3,0,0,0,0.016,0.021,0.036,0.078,0.078,0.128,0.118,0.152,0.135,0.103,0.068,0.035,0.003,117.1367784,39.08475396
3,0,0,0,0.01,0.012,0.037,0.088,0.088,0.131,0.158,0.189,0.197,0.152,0.123,0.095,0.065,117.1901514,39.09420329
3,0,0,0,0.031,0.134,0.156,0.182,0.182,0.194,0.208,0.262,0.333,0.337,0.316,0.288,0.259,117.1842586,39.08017171
3,0,0,0.012,0.009,0.01,0,0.01,0.01,0.01,0.01,0.009,0.009,0,0,0,0,117.2061724,39.0560083
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0.009,0.027,0.002,0,0,0,117.1274528,39.12900716
2,3.972,3.945,3.924,3.949,3.986,4.003,4.032,4.032,4.053,4.068,4.101,4.126,4.102,4.073,4.043,4.013,117.1810889,39.09043783
3,0,0,0.01,0.009,0.009,0,0.01,0.009,0.028,0.054,0.112,0.118,0.091,0.062,0.032,0.002,117.2191878,39.07122206
3,0,0,0,0.009,0.009,0.009,0.031,0.031,0.048,0.019,0.048,0.051,0.016,0,0,0,117.1453459,39.12689046
3,0,0,0,0.009,0.01,0.01,0.01,0.009,0.01,0,0.01,0,0,0,0,0,117.1257086,39.10477186
3,0,0,0.01,0.01,0.05,0.05,0.09,0.09,0.121,0.149,0.216,0.265,0.242,0.213,0.184,0.154,117.2162812,39.06265761
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0.009,0,0,0,0,0,117.1373467,39.09253337
3,0,0,0,0.013,0.01,0.009,0.009,0.009,0.01,0.013,0.041,0.065,0.035,0.004,0,0,117.2021813,39.08439833
3,0,0,0,0.021,0.047,0.018,0.037,0.037,0.033,0.033,0.064,0.075,0.022,0,0,0,117.2207121,39.14998508
3,0,0,0.009,0.01,0.009,0,0.01,0.009,0,0.009,0.009,0.009,0,0,0,0,117.2208298,39.04554606
3,0,0,0,0.033,0.058,0.062,0.078,0.078,0.073,0.033,0.07,0.159,0.149,0.123,0.093,0.063,117.1573872,39.13073161
3,0,0,0,0.019,0.045,0.077,0.124,0.124,0.163,0.129,0.14,0.106,0.072,0.039,0.006,0,117.1257235,39.08698107
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0.008,0.008,0,0,0,0,117.1663848,39.14185628
3,0,0,0,0.009,0.04,0.035,0.029,0.029,0.066,0.051,0.077,0.094,0.069,0.04,0.01,0,117.1529788,39.09382243
3,0,0,0,0.019,0.052,0.082,0.122,0.122,0.147,0.134,0.166,0.189,0.165,0.136,0.107,0.077,117.1689166,39.11078722
3,0,0,0,0.01,0.019,0,0.01,0.01,0.01,0.01,0.009,0,0,0,0,0,117.1898484,39.04868083
3,0,0,0,0.01,0.042,0.085,0.141,0.141,0.192,0.179,0.221,0.25,0.231,0.202,0.172,0.142,117.1448907,39.10516005
3,0,0,0,0.009,0.009,0.009,0.009,0.01,0.01,0.009,0.009,0.01,0.001,0,0,0,117.1799683,39.08533366
3,0,0,0.009,0.01,0.097,0.074,0.123,0.123,0.155,0.179,0.241,0.269,0.241,0.21,0.179,0.149,117.2119423,39.05844699
3,0,0,0,0.035,0.102,0.082,0.115,0.115,0.143,0.126,0.173,0.154,0.131,0.102,0.072,0.042,117.176684,39.05804823
3,0,0,0,0.016,0.085,0.066,0.099,0.099,0.127,0.11,0.154,0.132,0.109,0.08,0.05,0.02,117.1779712,39.05272054
3,0,0,0,0.009,0.01,0.009,0.05,0.05,0.096,0.138,0.201,0.265,0.246,0.218,0.188,0.158,117.2177737,39.0804975
3,0,0,0,0.012,0.009,0.009,0.042,0.042,0.087,0.133,0.179,0.203,0.178,0.148,0.118,0.088,117.1771745,39.0923782
3,0,0,0,0.018,0.035,0.03,0.035,0.035,0.037,0.007,0.023,0.001,0,0,0,0,117.1316018,39.08969916
3,0,0,0,0.024,0.099,0.117,0.15,0.15,0.205,0.195,0.224,0.206,0.177,0.143,0.109,0.079,117.1432899,39.09141683
3,0,0,0,0.014,0.031,0,0.018,0.018,0.01,0.009,0.009,0,0,0,0,0,117.1862484,39.0517513
3,0,0,0,0.009,0.01,0,0.009,0.009,0.01,0.036,0.1,0.136,0.113,0.084,0.054,0.024,117.1945066,39.06077393
3,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0,0,0,117.186164,39.07106038
3,0,0,0,0.016,0.021,0,0.009,0.009,0.009,0.009,0.009,0.01,0.002,0,0,0,117.2082286,39.0827124
3,0,0,0,0.01,0.009,0.009,0.009,0.009,0.009,0,0.009,0,0,0,0,0,117.1091154,39.10275228
3,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0,0,0,117.1760037,39.06882813
3,0,0,0,0.028,0.059,0.063,0.105,0.105,0.133,0.113,0.143,0.161,0.135,0.105,0.075,0.045,117.1565416,39.09829237
3,0,0,0.009,0.009,0.009,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0,0,0,117.2185598,39.0495204
3,0,0,0,0.009,0.009,0.009,0.008,0.008,0.007,0.007,0.002,0.001,0.001,0,0,0,117.1851693,39.106588
3,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0,0,0,117.1970885,39.06473172
3,0,0,0,0.027,0.056,0.074,0.107,0.107,0.127,0.109,0.148,0.179,0.155,0.127,0.097,0.067,117.1676842,39.12293159
3,0,0,0,0.01,0.009,0.01,0.009,0.009,0.009,0,0.009,0.012,0,0,0,0,117.1585674,39.14759277
3,0,0,0,0.02,0.009,0.009,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1407688,39.15268745
3,0,0,0.014,0.042,0.083,0.062,0.093,0.093,0.109,0.126,0.167,0.197,0.174,0.145,0.115,0.085,117.2184402,39.06716661
3,0,0,0,0.017,0,0.009,0.019,0.019,0.059,0.035,0.054,0.033,0.006,0,0,0,117.099436,39.13830973
3,0,0,0,0.031,0.125,0.123,0.153,0.153,0.176,0.161,0.199,0.18,0.157,0.128,0.098,0.068,117.1705062,39.05266927
3,0,0,0.01,0.009,0.009,0,0.009,0.009,0.009,0.009,0.027,0.049,0.03,0.01,0,0,117.2242095,39.06236844
3,0,0,0,0.02,0.069,0.116,0.164,0.164,0.213,0.198,0.223,0.212,0.193,0.167,0.138,0.108,117.1076544,39.11470079
3,0,0,0,0.01,0.01,0,0.009,0.009,0.009,0.009,0.009,0.01,0,0,0,0,117.2047708,39.07296088
3,0,0,0,0.053,0.094,0.058,0.091,0.091,0.086,0.086,0.117,0.13,0.083,0.056,0.026,0,117.2216903,39.14272651
3,0,0,0,0.011,0.01,0.009,0.01,0.01,0.018,0.024,0.074,0.108,0.031,0.005,0,0,117.2085289,39.14354004
3,0,0,0,0.023,0.007,0.025,0.051,0.051,0.08,0.056,0.073,0.054,0.028,0,0,0,117.1070215,39.14318034
3,0,0,0,0.01,0.009,0.009,0.009,0.009,0.009,0,0.009,0,0,0,0,0,117.1259413,39.10896349
3,0,0,0.01,0.009,0.01,0,0.01,0.009,0.023,0.058,0.125,0.162,0.137,0.103,0.063,0.026,117.2226272,39.0574056
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.123613,39.13854628
3,0,0,0,0.019,0.081,0.068,0.116,0.116,0.216,0.202,0.278,0.26,0.236,0.207,0.177,0.147,117.157812,39.06997477
3,0,0,0,0.01,0.01,0.009,0.015,0.015,0.035,0.017,0.051,0.075,0.051,0.022,0,0,117.1599851,39.11585097
3,0,0,0,0.009,0.009,0.009,0.009,0.01,0.009,0.009,0.009,0.009,0.009,0.009,0,0,117.1731803,39.14128472
3,0,0,0,0.01,0.01,0.009,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1647987,39.09355279
3,0,0,0.009,0.009,0.286,0.329,0.463,0.463,0.601,0.689,0.838,0.911,0.895,0.866,0.836,0.806,117.2165343,39.04985324
3,0,0,0,0.011,0.015,0.036,0.076,0.076,0.104,0.067,0.076,0.046,0.018,0,0,0,117.1248486,39.10052707
3,0,0,0.016,0.06,0.134,0.127,0.176,0.176,0.203,0.223,0.263,0.298,0.274,0.246,0.216,0.186,117.2236464,39.07342719
3,0,0,0,0.014,0.01,0.017,0.034,0.034,0.042,0.004,0.012,0,0,0,0,0,117.128154,39.09473443
3,0,0,0,0.018,0.075,0.072,0.114,0.114,0.165,0.147,0.192,0.171,0.146,0.117,0.087,0.057,117.1539119,39.06697645
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1571422,39.11000651
3,0,0,0,0.024,0.058,0.076,0.11,0.11,0.129,0.144,0.184,0.222,0.199,0.17,0.14,0.11,117.1889125,39.10814507
3,0,0,0,0.032,0.085,0.079,0.111,0.111,0.132,0.138,0.172,0.184,0.133,0.098,0.068,0.039,117.1778266,39.07829753
3,0,0,0,0.009,0.009,0.022,0.052,0.052,0.075,0.053,0.079,0.06,0.034,0.005,0,0,117.1206443,39.11616889
3,0,0,0,0.014,0.021,0.031,0.062,0.062,0.083,0.101,0.132,0.16,0.134,0.103,0.071,0.041,117.2034785,39.0870147
3,0,0,0,0.01,0.009,0.009,0.009,0.009,0.009,0,0.009,0,0,0,0,0,117.1531841,39.08385607
3,0,0,0,0.024,0.056,0.074,0.103,0.103,0.126,0.107,0.134,0.15,0.125,0.096,0.066,0.036,117.152085,39.10093235
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0.009,0.069,0.077,0.065,0.043,0.015,117.1589125,39.11281006
3,0,0,0,0.013,0.026,0.009,0.01,0.009,0.015,0,0.019,0,0,0,0,0,117.1383561,39.08647027
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.008,0.009,0,0,0,0,117.1844504,39.11279622
3,0,0,0,0.035,0.069,0.052,0.087,0.087,0.11,0.129,0.199,0.264,0.243,0.215,0.185,0.155,117.1917103,39.15517036
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0.009,0.008,0,0,0,0,117.1333233,39.11247911
3,0,0,0,0.027,0.088,0.14,0.211,0.211,0.273,0.279,0.342,0.402,0.392,0.365,0.334,0.304,117.1658013,39.11965224
3,0,0,0,0.026,0.069,0.094,0.123,0.123,0.147,0.127,0.153,0.152,0.128,0.099,0.069,0.039,117.1374967,39.10705919
3,0,0,0.01,0.01,0.009,0,0.009,0.009,0,0.009,0.009,0.009,0,0,0,0,117.2225627,39.04405707
3,0,0,0,0.009,0,0.009,0.009,0.009,0.009,0.002,0.009,0,0,0,0,0,117.1051204,39.14854248
3,0,0,0.01,0.01,0.01,0,0.009,0.009,0.009,0.011,0.009,0.009,0,0,0,0,117.2133119,39.05387831
3,0,0,0,0.03,0.095,0.088,0.142,0.142,0.193,0.262,0.4,0.435,0.407,0.378,0.349,0.319,117.1940394,39.07854953
3,0,0,0,0.01,0.01,0.009,0.009,0.009,0.009,0.009,0.009,0.01,0.009,0.009,0,0,117.1433569,39.11639486
3,0,0,0,0.011,0.01,0.009,0.009,0.009,0.01,0,0.009,0,0,0,0,0,117.1543075,39.0851671
3,0,0,0.009,0.079,0.209,0.193,0.248,0.248,0.26,0.295,0.408,0.44,0.4,0.365,0.335,0.305,117.2165579,39.04746392
3,0,0,0.014,0.018,0.01,0,0.027,0.027,0.01,0.027,0.009,0.009,0,0,0,0,117.211591,39.05185927
3,0,0,0,0.01,0.009,0.009,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1375868,39.14761963
3,0,0,0,0.029,0.078,0.083,0.11,0.11,0.11,0.113,0.148,0.162,0.081,0.039,0.009,0,117.2145584,39.1090606
3,0,0,0,0.019,0.041,0.045,0.057,0.057,0.06,0.024,0.038,0.013,0,0,0,0,117.1383442,39.10200087
2,3.972,3.944,3.922,3.947,3.985,4.001,4.03,4.03,4.052,4.035,4.063,4.082,4.057,4.028,3.998,3.968,117.1621815,39.0858667
3,0,0,0,0.023,0.066,0.04,0.059,0.059,0.102,0.067,0.1,0.073,0.046,0.017,0,0,117.1670714,39.06725776
3,0,0,0,0.01,0.009,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0,0,0,117.1959581,39.05350694
3,0,0,0,0.009,0.01,0.009,0.01,0.009,0.013,0,0.016,0.016,0,0,0,0,117.1578904,39.12267795
3,0,0,0,0.024,0.03,0.003,0.025,0.025,0.021,0.021,0.04,0.057,0.015,0,0,0,117.2202916,39.13307454
3,0,0,0,0.038,0.101,0.157,0.232,0.232,0.272,0.292,0.335,0.378,0.337,0.273,0.213,0.16,117.2094165,39.11146132
3,0,0,0,0.015,0.009,0.063,0.206,0.206,0.293,0.313,0.345,0.368,0.336,0.303,0.271,0.241,117.1981931,39.09189779
3,0,0,0,0.034,0.111,0.149,0.187,0.187,0.202,0.185,0.228,0.264,0.241,0.212,0.182,0.152,117.1750694,39.12193929
3,0,0,0,0.015,0.035,0.06,0.082,0.082,0.107,0.087,0.105,0.085,0.059,0.028,0,0,117.1075602,39.10756863
3,0,0,0,0.033,0.061,0.06,0.128,0.128,0.11,0.05,0.111,0.132,0.109,0.08,0.05,0.02,117.1780509,39.10757297
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1131839,39.14636583
3,0,0,0,0.037,0.075,0.095,0.144,0.144,0.179,0.207,0.304,0.449,0.426,0.398,0.368,0.338,117.1832604,39.14091227
3,0,0,0.009,0.009,0.01,0,0.01,0.009,0.009,0.009,0.032,0.011,0,0,0,0,117.2047732,39.03752604
3,0,0,0,0.009,0.029,0.029,0.04,0.04,0.009,0.009,0.024,0.11,0.099,0.073,0.043,0.013,117.1637142,39.12902235
3,0,0,0,0.009,0.046,0.055,0.075,0.075,0.075,0.026,0.057,0.044,0.008,0,0,0,117.1485761,39.09384549
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1519084,39.10399957
3,0,0,0,0.016,0.069,0.09,0.126,0.126,0.152,0.135,0.168,0.19,0.165,0.136,0.106,0.076,117.1680499,39.08541694
3,0,0,0,0.048,0.125,0.153,0.179,0.179,0.189,0.156,0.177,0.187,0.155,0.125,0.095,0.065,117.1610392,39.09195774
3,0,0,0,0.02,0.031,0.066,0.099,0.099,0.147,0.124,0.148,0.119,0.085,0.053,0.023,0,117.1226823,39.10672038
3,0,0,0,0.009,0.01,0.01,0.009,0.009,0.031,0.009,0.031,0.01,0,0,0,0,117.1185634,39.11419189
3,0,0,0,0.019,0.062,0.077,0.104,0.104,0.116,0.121,0.148,0.169,0.126,0.088,0.054,0.023,117.2020304,39.1072583
3,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0,0.009,0,0,0,0,0,117.1721037,39.05740343
3,0,0,0,0.009,0.172,0.181,0.247,0.247,0.301,0.34,0.408,0.421,0.394,0.365,0.335,0.305,117.1891889,39.05960476
2,3.972,3.944,3.922,3.947,3.985,4.001,4.03,4.03,4.052,4.035,4.063,4.082,4.057,4.028,3.998,3.968,117.1635145,39.09033746
3,0,0,0.009,0.015,0.081,0.064,0.103,0.103,0.086,0.106,0.206,0.222,0.199,0.17,0.14,0.11,117.2166138,39.04037516
3,0,0,0.01,0.011,0.043,0.011,0.029,0.029,0.028,0.009,0.009,0.009,0,0,0,0,117.2134367,39.0474311
3,0,0,0,0.01,0.031,0.009,0.01,0.01,0.01,0.01,0.029,0.029,0.005,0,0,0,117.2017413,39.05360596
3,0,0,0,0.01,0.009,0.009,0.012,0.012,0.081,0.13,0.194,0.26,0.241,0.212,0.182,0.152,117.2046984,39.09982937
3,0,0,0,0.01,0.024,0.024,0.085,0.085,0.122,0.093,0.125,0.133,0.107,0.077,0.048,0.018,117.1640191,39.0773093
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.157063,39.09366564
3,0,0,0,0.027,0.07,0.053,0.083,0.083,0.102,0.117,0.154,0.178,0.154,0.125,0.095,0.065,117.1881087,39.07564046
3,0,0,0.009,0.009,0.009,0,0.009,0.009,0.009,0.009,0.009,0.008,0,0,0,0,117.2100678,39.04956651
3,0,0,0,0.024,0.036,0.007,0.028,0.028,0.025,0.02,0.061,0.173,0.161,0.134,0.104,0.074,117.2124948,39.14044759
3,0,0,0,0.016,0.073,0.142,0.195,0.195,0.251,0.235,0.261,0.241,0.217,0.189,0.159,0.129,117.1213767,39.08936768
3,0,0,0,0.013,0.052,0.063,0.074,0.074,0.066,0.018,0.049,0.041,0,0,0,0,117.159796,39.10525906
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0,0,0,0,117.1931456,39.09103597
3,0,0,0,0.009,0.01,0.009,0.01,0.009,0.01,0.008,0.009,0.009,0.01,0.002,0,0,117.1676769,39.13621663
3,0,0,0,0.01,0.009,0,0.01,0.009,0.01,0,0.015,0,0,0,0,0,117.1647553,39.06741482
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.008,0,0.009,0,0,0,0,0,117.1107308,39.12738281
3,0,0,0,0.018,0.053,0.067,0.09,0.09,0.096,0.06,0.08,0.088,0.049,0.016,0,0,117.163505,39.10345215
3,0,0,0,0.009,0.013,0.01,0.016,0.016,0.012,0,0.009,0.009,0,0,0,0,117.1657799,39.14724772
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0.01,0.009,0,0,0,0,117.1709153,39.12867703
3,0,0,0,0.028,0.072,0.052,0.083,0.083,0.099,0.116,0.156,0.187,0.164,0.135,0.105,0.075,117.213221,39.06890761
3,0,0,0,0.072,0.136,0.192,0.285,0.285,0.378,0.357,0.458,0.553,0.528,0.499,0.469,0.439,117.1321077,39.15467312
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0,0,0,0,117.2015907,39.1183941
3,0,0,0,0.021,0.082,0.148,0.227,0.227,0.283,0.265,0.32,0.369,0.346,0.317,0.287,0.257,117.1401402,39.1480976
3,0,0,0.015,0.042,0.085,0.062,0.09,0.09,0.105,0.12,0.165,0.187,0.163,0.134,0.104,0.074,117.2218465,39.05279921
3,0,0,0,0.019,0.032,0.026,0.031,0.031,0.021,0,0.018,0.027,0.004,0,0,0,117.1704495,39.09435411
3,0,0,0.009,0.009,0.009,0,0.01,0.007,0,0.008,0.006,0,0,0,0,0,117.2166566,39.03797499
3,0,0,0,0.02,0.017,0,0.026,0.026,0.01,0.009,0.009,0.009,0,0,0,0,117.1977127,39.07484592
3,0,0,0.009,0.01,0.051,0.007,0.022,0.022,0.018,0.024,0.073,0.048,0.008,0,0,0,117.2136108,39.04290202
3,0,0,0,0.034,0.101,0.055,0.082,0.082,0.087,0.087,0.097,0.087,0.043,0.011,0,0,117.2064157,39.06244195
3,0,0,0.009,0.009,0.009,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0,0,0,117.2102165,39.04741374
3,0,0,0,0.01,0.009,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0,0,0,117.2172841,39.08640896
3,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0,0.009,0,0,0,0,0,117.1616496,39.0638973
3,0,0,0,0.029,0.044,0.018,0.018,0.018,0.017,0,0.012,0,0,0,0,0,117.1523484,39.08561849
3,0,0,0,0.024,0.063,0.095,0.139,0.139,0.207,0.224,0.298,0.33,0.325,0.309,0.28,0.25,117.1407799,39.11481147
3,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0.009,0.028,0.055,0.003,0,0,0,117.2024574,39.15061903
3,0,0,0,0.037,0.115,0.095,0.134,0.134,0.163,0.188,0.251,0.281,0.258,0.229,0.199,0.169,117.1911863,39.05955702
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0.009,0,0,0,0,0,117.1155878,39.13097656
3,0,0,0,0.01,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0,0,0,0,0,117.1093395,39.10475071
3,0,0,0,0.01,0.009,0.009,0.009,0.009,0.01,0,0.009,0.036,0.037,0.017,0,0,117.1342225,39.12904812
3,0,0,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1325898,39.15074219
